snomed,opcs,opcs_term
241226006,L133,L13.3 Arteriography of pulmonary artery
310832007,Y263,Y26.3 Stapling of organ NOC
46412002,E544,E54.4 Excision of segment of lung
232646009,E441,E44.1 Excision of carina
232622002,E473,E47.3 Repair of bronchus NEC
91160008,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
169003001,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
442303003,E578,E57.8 Other specified other open operations on lung
173178001,E552,E55.2 Open excision of lesion of lung
287465001,Y537,Y53.7 Approach to organ under magnetic resonance imaging control
1119345001,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
450608000,E502,E50.2 Endoscopic laser destruction of lesion of lower respiratory tract using rigid bronchoscope
241293008,Y938,Y93.8 Other specified gallium-67 imaging
169021003,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
241540006,Y973,Y97.3 Radiology with post contrast
58074001,Y278,Y27.8 Other specified graft to organ NOC
169115000,U215,U21.5 Contrast fluoroscopy NEC
57113004,Y931,Y93.1 Gallium-67 imaging scan
241226006,Y537,Y53.7 Approach to organ under magnetic resonance imaging control
287306002,E511,E51.1 Diagnostic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract using rigid bronchoscope
431430006,Y931,Y93.1 Gallium-67 imaging scan
287465001,E591,E59.1 Needle biopsy of lesion of lung
79653008,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
43831007,E593,E59.3 Biopsy of lesion of lung NEC
721044005,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
241540006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
169021003,Y973,Y97.3 Radiology with post contrast
232622002,E479,E47.9 Unspecified other open operations on bronchus
233214006,L138,L13.8 Other specified transluminal operations on pulmonary artery
4539004,E462,E46.2 Excision of cyst of bronchus
448287006,Z245,Z24.5 Bronchus
175253007,L101,L10.1 Repair of pulmonary artery using prosthesis
88039007,K019,K01.9 Unspecified transplantation of heart and lung
397396006,E508,E50.8 Other specified therapeutic endoscopic operations on lower respiratory tract using rigid bronchoscope
397398007,E521,E52.1 Irrigation of bronchus NEC
169021003,U215,U21.5 Contrast fluoroscopy NEC
441624004,Y949,Y94.9 Unspecified radiopharmaceutical imaging
736974006,Z942,Z94.2 Right sided operation
418876000,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
287465001,Y535,Y53.5 Approach to organ under image intensifier
397396006,E522,E52.2 Aspiration of bronchus NEC
708884000,E552,E55.2 Open excision of lesion of lung
241616006,Y971,Y97.1 Radiology with pre and post contrast
169057008,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
49528005,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
20142006,E546,E54.6 Reduction of lung volume
175267003,L132,L13.2 Percutaneous transluminal embolisation of pulmonary artery
82651004,Y253,Y25.3 Removal of retained suture from organ NOC
35295005,Y539,Y53.9 Unspecified approach to organ under image control
233213000,L109,L10.9 Unspecified repair of pulmonary artery
119755005,E578,E57.8 Other specified other open operations on lung
84200003,Y533,Y53.3 Approach to organ under computed tomography scan control
764864002,U152,U15.2 Lung ventilation scanning NEC
232660006,Z941,Z94.1 Bilateral operation
169003001,Y973,Y97.3 Radiology with post contrast
88039007,K012,K01.2 Revision of transplantation of heart and lung
169021003,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
90249002,E598,E59.8 Other specified other operations on lung
232632009,E548,E54.8 Other specified excision of lung
450608000,E482,E48.2 Fibreoptic endoscopic laser destruction of lesion of lower respiratory tract
82651004,Y258,Y25.8 Other specified suture of organ NOC
441624004,Y941,Y94.1 Dopamine transporter scan
287306002,E495,"E49.5 Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy, lavage and brush cytology of lesion of lower respiratory tract"
19095002,Y071,Y07.1 Ligation of organ NOC
702544007,X453,X45.3 Donation of lobe of lung
765042000,Y536,Y53.6 Approach to organ under video control
708861007,E598,E59.8 Other specified other operations on lung
61000087103,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
429609002,E546,E54.6 Reduction of lung volume
169115000,Z246,Z24.6 Lung
287296007,E528,E52.8 Other specified other operations on bronchus
169003001,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
16332841000119106,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
79789005,E472,E47.2 Closure of fistula of bronchus
79653008,E503,E50.3 Endoscopic destruction of lesion of lower respiratory tract using rigid bronchoscope NEC
431430006,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
233213000,L103,L10.3 Repair of anomalous pulmonary artery NEC
119744005,Y421,Y42.1 External manipulation of organ NOC
119730004,E468,E46.8 Other specified partial extirpation of bronchus
241304008,Y938,Y93.8 Other specified gallium-67 imaging
736974006,E543,E54.3 Lobectomy of lung
301083005,Y532,Y53.2 Approach to organ under ultrasonic control
425948009,Y531,Y53.1 Approach to organ under radiological control
91160008,U217,U21.7 Plain x-ray NEC
241304008,Y931,Y93.1 Gallium-67 imaging scan
261566003,L128,L12.8 Other specified other open operations on pulmonary artery
241297009,U152,U15.2 Lung ventilation scanning NEC
726426008,E543,E54.3 Lobectomy of lung
169057008,Z246,Z24.6 Lung
398194002,E473,E47.3 Repair of bronchus NEC
232633004,E548,E54.8 Other specified excision of lung
287306002,E498,E49.8 Other specified diagnostic fibreoptic endoscopic examination of lower respiratory tract
441624004,Y942,Y94.2 Octreotide imaging
431216004,L138,L13.8 Other specified transluminal operations on pulmonary artery
233209007,Y049,Y04.9 Unspecified replantation of organ NOC
287306002,E519,E51.9 Unspecified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope
62843007,E598,E59.8 Other specified other operations on lung
119730004,Y051,Y05.1 Total excision of organ NOC
765042000,Y535,Y53.5 Approach to organ under image intensifier
241304008,Y939,Y93.9 Unspecified gallium-67 imaging
287465001,Y534,Y53.4 Approach to organ under fluoroscopic control
232657004,K012,K01.2 Revision of transplantation of heart and lung
765041007,Y532,Y53.2 Approach to organ under ultrasonic control
770700009,Y145,Y14.5 Insertion of stent graft into organ NOC
241226006,Y538,Y53.8 Other specified approach to organ under image control
43831007,Y538,Y53.8 Other specified approach to organ under image control
169142004,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
431430006,Y948,Y94.8 Other specified radiopharmaceutical imaging
49795001,E541,E54.1 Total pneumonectomy
726425007,E543,E54.3 Lobectomy of lung
175267003,Y534,Y53.4 Approach to organ under fluoroscopic control
58074001,E473,E47.3 Repair of bronchus NEC
232642006,E541,E54.1 Total pneumonectomy
287465001,Y538,Y53.8 Other specified approach to organ under image control
425948009,Y533,Y53.3 Approach to organ under computed tomography scan control
20142006,E541,E54.1 Total pneumonectomy
241227002,Y539,Y53.9 Unspecified approach to organ under image control
169142004,U158,U15.8 Other specified diagnostic imaging of respiratory system
418786005,Z401,Z40.1 Pulmonary artery
77648009,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
58074001,E472,E47.2 Closure of fistula of bronchus
312849006,E471,E47.1 Open biopsy of lesion of bronchus NEC
119746007,E549,E54.9 Unspecified excision of lung
241616006,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
233213000,L101,L10.1 Repair of pulmonary artery using prosthesis
301083005,L125,L12.5 Open embolisation of pulmonary artery
119746007,E548,E54.8 Other specified excision of lung
241298004,U152,U15.2 Lung ventilation scanning NEC
61000087103,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
829831000000100,Y361,Y36.1 Introduction of gold seeds into organ NOC
232624001,E462,E46.2 Excision of cyst of bronchus
433240003,L716,L71.6 Percutaneous transluminal thrombolysis of artery
49528005,E481,E48.1 Fibreoptic endoscopic snare resection of lesion of lower respiratory tract
287296007,Y409,Y40.9 Unspecified dilation of organ NOC
713162006,Y991,Y99.1 Cadaveric donor
119755005,E571,E57.1 Repair of lung
175254001,L101,L10.1 Repair of pulmonary artery using prosthesis
418786005,U117,U11.7 Magnetic resonance angiography
287310004,E552,E55.2 Open excision of lesion of lung
337877003,Y493,Y49.3 Thoracotomy approach NEC
58074001,Y279,Y27.9 Unspecified graft to organ NOC
49795001,E441,E44.1 Excision of carina
448287006,E501,E50.1 Endoscopic snare resection of lesion of lower respiratory tract using rigid bronchoscope
441624004,U214,U21.4 Single photon emission computed tomography NEC
116030005,Y744,Y74.4 Thoracoscopic video-assisted approach to thoracic cavity
232623007,E471,E47.1 Open biopsy of lesion of bronchus NEC
433030005,L128,L12.8 Other specified other open operations on pulmonary artery
173098009,E464,E46.4 Open destruction of lesion of bronchus
51000087101,U215,U21.5 Contrast fluoroscopy NEC
433857008,L136,L13.6 Percutaneous transluminal insertion of stent into pulmonary artery
241542003,U212,U21.2 Computed tomography NEC
233216008,L128,L12.8 Other specified other open operations on pulmonary artery
418876000,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
88039007,E539,E53.9 Unspecified transplantation of lung
735016006,Z942,Z94.2 Right sided operation
119746007,E552,E55.2 Open excision of lesion of lung
173176002,E551,E55.1 Open decortication of lesion of lung
241053004,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
169021003,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
84200003,Y538,Y53.8 Other specified approach to organ under image control
169057008,Y971,Y97.1 Radiology with pre and post contrast
169003001,U215,U21.5 Contrast fluoroscopy NEC
58074001,Y275,Y27.5 Vein graft NOC
427800005,Y291,Y29.1 Surgical removal of foreign body from organ NOC
431430006,Y943,Y94.3 Metaiodobenzylguanidine imaging
426436008,L104,L10.4 Repair of pulmonary arterial sling
169003001,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
241293008,Y944,Y94.4 Diethylenetriamine pentacetic acid imaging
770700009,Y141,Y14.1 Insertion of expanding covered metal stent into organ NOC
359623004,E543,E54.3 Lobectomy of lung
90249002,E593,E59.3 Biopsy of lesion of lung NEC
49528005,E553,E55.3 Open cauterisation of lesion of lung
431430006,Y941,Y94.1 Dopamine transporter scan
43831007,Y531,Y53.1 Approach to organ under radiological control
119746007,E546,E54.6 Reduction of lung volume
241540006,Z246,Z24.6 Lung
232647000,E473,E47.3 Repair of bronchus NEC
287306002,E499,E49.9 Unspecified diagnostic fibreoptic endoscopic examination of lower respiratory tract
232622002,E463,E46.3 Excision of lesion of bronchus NEC
765041007,Y531,Y53.1 Approach to organ under radiological control
58074001,Y274,Y27.4 Attention to graft of organ NOC
870380006,Y971,Y97.1 Radiology with pre and post contrast
431430006,Y939,Y93.9 Unspecified gallium-67 imaging
301083005,Y534,Y53.4 Approach to organ under fluoroscopic control
49528005,E559,E55.9 Unspecified open extirpation of lesion of lung
35295005,Y535,Y53.5 Approach to organ under image intensifier
429609002,Y744,Y74.4 Thoracoscopic video-assisted approach to thoracic cavity
431430006,Y938,Y93.8 Other specified gallium-67 imaging
427138007,L013,L01.3 Repair of anomalous pulmonary artery origin from ascending aorta
398194002,Y251,Y25.1 Suture of laceration of organ NOC
241616006,U211,U21.1 Magnetic resonance imaging NEC
119755005,Y268,Y26.8 Other specified other repair of organ NOC
448287006,E481,E48.1 Fibreoptic endoscopic snare resection of lesion of lower respiratory tract
169142004,Y938,Y93.8 Other specified gallium-67 imaging
232650002,E572,E57.2 Ligation of bulla of lung
119746007,E542,E54.2 Bilobectomy of lung
431489004,Y534,Y53.4 Approach to organ under fluoroscopic control
119730004,E463,E46.3 Excision of lesion of bronchus NEC
57113004,U152,U15.2 Lung ventilation scanning NEC
447751001,Z245,Z24.5 Bronchus
287465001,Y533,Y53.3 Approach to organ under computed tomography scan control
82651004,E571,E57.1 Repair of lung
