conceptId,idAndFsnTerm
450229981000132104,450229981000132104 | Toilet and suture of wound (procedure) |
50080231000188105,50080231000188105 | Radiotherapy to face (procedure) |
50080191000188103,50080191000188103 | External beam radiation therapy of bone (procedure) |
50080181000188101,50080181000188101 | Brachytherapy of bone (procedure) |
16561811000119107,16561811000119107 | Magnetic resonance imaging of internal auditory meatus without contrast (procedure) |
16559741000119107,16559741000119107 | Percutaneous needle biopsy of cyst of spinal cord using computed tomography guidance (procedure) |
16559081000119104,16559081000119104 | Cryoablation of lesion of lung using computed tomography guidance (procedure) |
16558961000119100,16558961000119100 | Needle aspiration of bursa of right knee using computed tomography guidance (procedure) |
16558781000119107,16558781000119107 | Needle aspiration of bursa of left hip using computed tomography guidance (procedure) |
16558721000119108,16558721000119108 | Needle aspiration of bursa of right hip using computed tomography guidance (procedure) |
16558661000119106,16558661000119106 | Needle puncture and aspiration of bursa of left knee using computed tomography guidance (procedure) |
16558601000119105,16558601000119105 | Needle aspiration of bursa of right ankle using computed tomography guidance (procedure) |
16558541000119106,16558541000119106 | Needle puncture and aspiration of bursa of left ankle using computed tomography guidance (procedure) |
16558481000119100,16558481000119100 | Percutaneous cryoablation of lesion of liver using computed tomography guidance (procedure) |
16555501000119102,16555501000119102 | Injection of celiac plexus using computed tomography guidance (procedure) |
16555451000119104,16555451000119104 | Therapeutic injection of left knee using fluoroscopic guidance (procedure) |
16555401000119103,16555401000119103 | Therapeutic injection of left hip using fluoroscopic guidance (procedure) |
16554411000119104,16554411000119104 | Positron emission tomography with computed tomography of heart (procedure) |
16554361000119106,16554361000119106 | Positron emission tomography with computed tomography of brain (procedure) |
16551241000119104,16551241000119104 | Needle puncture and aspiration of lesion of left lower leg using computed tomography guidance (procedure) |
16551141000119107,16551141000119107 | Percutaneous fine needle aspiration biopsy of joint of right hip using computed tomography guidance (procedure) |
16551091000119100,16551091000119100 | Percutaneous fine needle aspiration biopsy of joint of left hip using computed tomography guidance (procedure) |
16551041000119108,16551041000119108 | Needle puncture and aspiration of lesion of right lower leg using computed tomography guidance (procedure) |
16550201000119105,16550201000119105 | Percutaneous cryoablation of neoplasm of left kidney using computed tomography guidance (procedure) |
16550151000119102,16550151000119102 | Percutaneous cryoablation of neoplasm of right kidney using computed tomography guidance (procedure) |
16550101000119101,16550101000119101 | Radiofrequency ablation of lesion of right kidney using computed tomography guidance (procedure) |
16550051000119101,16550051000119101 | Radiofrequency ablation of lesion of left kidney using computed tomography guidance (procedure) |
16549841000119104,16549841000119104 | Needle biopsy of right kidney using computed tomography guidance (procedure) |
16549791000119102,16549791000119102 | Needle biopsy of left kidney using computed tomography guidance (procedure) |
16549641000119100,16549641000119100 | Percutaneous biopsy of left lung using computed tomography guidance (procedure) |
16549591000119109,16549591000119109 | Percutaneous biopsy of right lung using computed tomography guidance (procedure) |
16549441000119102,16549441000119102 | Radionuclide scan of cerebrospinal fluid flow of brain using indium 111 (procedure) |
16549151000119108,16549151000119108 | Therapeutic injection of right knee using fluoroscopic guidance (procedure) |
16549001000119105,16549001000119105 | Therapeutic injection of right hip using fluoroscopic guidance (procedure) |
16548951000119100,16548951000119100 | Single photon emission computed tomography of brain (procedure) |
16548901000119104,16548901000119104 | Single photon emission computed tomography of kidney (procedure) |
16547921000119107,16547921000119107 | Needle aspiration of cyst of right kidney using computed tomography guidance (procedure) |
16547871000119103,16547871000119103 | Needle aspiration of cyst of left kidney using computed tomography guidance (procedure) |
16547731000119108,16547731000119108 | Diagnostic lumbar puncture using fluoroscopic guidance (procedure) |
16546531000119101,16546531000119101 | Plain x-ray of bone age (procedure) |
16545811000119100,16545811000119100 | Positron emission tomography myocardial metabolism study (procedure) |
16545381000119101,16545381000119101 | Single photon emission computed tomography of myocardial perfusion with computed tomography (procedure) |
16545191000119100,16545191000119100 | Radionuclide myocardial perfusion stress study (procedure) |
16534151000119105,16534151000119105 | Single photon emission computed tomography with computed tomography of liver (procedure) |
16534101000119106,16534101000119106 | Single photon emission computed tomography with computed tomography of liver using technetium Tc^99m^ sulfur colloid (procedure) |
16522741000119100,16522741000119100 | Plain x-ray for bone length measurement (procedure) |
16522691000119102,16522691000119102 | Computed tomography for bone length measurement (procedure) |
16520741000119101,16520741000119101 | Needle biopsy of salivary gland using computed tomography guidance (procedure) |
16464181000119103,16464181000119103 | Fluoroscopic angiography of arteries of bilateral extremities with contrast (procedure) |
16460111000119102,16460111000119102 | Percutaneous needle biopsy of right kidney using ultrasonographic guidance (procedure) |
16460061000119103,16460061000119103 | Percutaneous needle biopsy of left kidney using ultrasonographic guidance (procedure) |
16452251000119102,16452251000119102 | Percutaneous transcatheter embolization of intracranial vessel using radiologic guidance (procedure) |
16451621000119103,16451621000119103 | Needle biopsy of left kidney using ultrasonographic guidance (procedure) |
16451571000119101,16451571000119101 | Needle biopsy of right kidney using ultrasonographic guidance (procedure) |
16446541000119100,16446541000119100 | Ultrasonography of soft tissue of head and neck (procedure) |
16444991000119109,16444991000119109 | Computed tomography of kidney-ureter-bladder without contrast (procedure) |
16444861000119109,16444861000119109 | Transcervical recanalization of fallopian tube with catheter using fluoroscopic guidance (procedure) |
16443431000119101,16443431000119101 | Needle biopsy of salivary gland using ultrasonographic guidance (procedure) |
16443041000119100,16443041000119100 | Percutaneous needle biopsy of liver using ultrasonographic guidance (procedure) |
16440841000119101,16440841000119101 | B-scan ultrasound of tissue of head and neck (procedure) |
16440141000119108,16440141000119108 | Computed tomography of bilateral kidneys without contrast (procedure) |
16439801000119108,16439801000119108 | Computed tomography of heart with contrast for cardiac structure and morphology (procedure) |
16439481000119102,16439481000119102 | Magnetic resonance imaging for cardiac morphology and function without contrast (procedure) |
16439401000119105,16439401000119105 | Magnetic resonance imaging for cardiac velocity flow mapping (procedure) |
16437891000119107,16437891000119107 | Removal of indwelling tunneled catheter with cuff from pleura using radiologic guidance (procedure) |
16437531000119105,16437531000119105 | Ultrasonography for qualitative deepest pocket amniotic fluid volume (procedure) |
16437371000119102,16437371000119102 | Insertion of indwelling tunneled catheter with cuff by percutaneous approach using radiologic guidance (procedure) |
16436661000119104,16436661000119104 | Core needle biopsy of skin using ultrasonographic guidance (procedure) |
16436161000119108,16436161000119108 | Ultrasonography of left popliteal fossa (procedure) |
16436111000119105,16436111000119105 | Ultrasonography of right popliteal fossa (procedure) |
16433271000119101,16433271000119101 | Puncture and aspiration of skin using ultrasonographic guidance (procedure) |
16433081000119109,16433081000119109 | Percutaneous needle biopsy of muscle of neck using ultrasonographic guidance (procedure) |
16431351000119104,16431351000119104 | Fluoroscopic venography of hepatic vein with hemodynamic evaluation with contrast (procedure) |
16410231000119101,16410231000119101 | Magnetic resonance imaging of cerebrospinal fluid flow without contrast (procedure) |
16384631000119104,16384631000119104 | Computed tomography three dimensional reconstruction of bilateral lower limbs without contrast (procedure) |
16342871000119103,16342871000119103 | Magnetic resonance imaging of clavicle without contrast (procedure) |
16342171000119105,16342171000119105 | Magnetic resonance imaging of pelvic bone without contrast (procedure) |
16339401000119102,16339401000119102 | Magnetic resonance spectroscopy of brain without contrast (procedure) |
16334791000119101,16334791000119101 | Computed tomography of sternum without contrast (procedure) |
16334661000119100,16334661000119100 | Magnetic resonance imaging of sternum without contrast (procedure) |
16333021000119102,16333021000119102 | Magnetic resonance venography of intracranial veins without contrast (procedure) |
16331381000119101,16331381000119101 | Magnetic resonance imaging of knee joint without contrast (procedure) |
16329211000119102,16329211000119102 | Magnetic resonance imaging of ankle joint without contrast (procedure) |
16328021000119109,16328021000119109 | Magnetic resonance imaging of brain and cervical spinal cord without contrast (procedure) |
16327691000119101,16327691000119101 | Magnetic resonance imaging of brain with contrast (procedure) |
16324971000119102,16324971000119102 | Magnetic resonance imaging of face and orbit without contrast (procedure) |
16324921000119103,16324921000119103 | Magnetic resonance imaging of face and orbit with contrast (procedure) |
16324841000119100,16324841000119100 | Magnetic resonance imaging of face without contrast (procedure) |
16324631000119105,16324631000119105 | Computed tomography of mandible without contrast (procedure) |
16323751000119105,16323751000119105 | Computed tomography of sella turcica without contrast (procedure) |
16323611000119102,"16323611000119102 | Magnetic resonance imaging of orbit, face and neck without contrast (procedure) |"
16321411000119100,16321411000119100 | Magnetic resonance imaging of nasopharynx without contrast (procedure) |
16319561000119105,16319561000119105 | Plain X-ray orthopantogram (procedure) |
16319081000119105,16319081000119105 | Plain X-ray orthodontic cephalogram (procedure) |
16318521000119109,"16318521000119109 | Plain X-ray of sinus, occipitomental view (procedure) |"
16317761000119107,16317761000119107 | Plain X-ray of optic foramina (procedure) |
14600001000004107,14600001000004107 | Closure of wound of ankle with flap (procedure) |
14390001000004103,14390001000004103 | Reconstruction of mouth using pectoralis major myocutaneous flap (procedure) |
14300001000004101,14300001000004101 | Fixation of intertrochanteric fracture of femur using nail (procedure) |
13580001000004101,13580001000004101 | Excision of tumor of liver (procedure) |
