snomed,opcs,opcs_term
32578005,Y205,Y20.5 Percutaneous biopsy NOC
32578005,Y203,Y20.3 Biopsy of lesion of organ NOC
710197007,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
32578005,H031,H03.1 Drainage of abscess of appendix
6025007,H029,H02.9 Unspecified other excision of appendix
708876004,H024,H02.4 Incidental appendicectomy
174041007,H018,H01.8 Other specified emergency excision of appendix
174036004,H012,H01.2 Emergency excision of abnormal appendix NEC
710197007,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
32578005,Y208,Y20.8 Other specified biopsy of organ NOC
42332004,H033,H03.3 Exteriorisation of appendix
1299000,H024,H02.4 Incidental appendicectomy
1299000,H023,H02.3 Prophylactic appendicectomy NEC
708876004,H022,H02.2 Planned delayed appendicectomy NEC
32578005,Y209,Y20.9 Unspecified biopsy of organ NOC
443935000,H012,H01.2 Emergency excision of abnormal appendix NEC
443037006,H031,H03.1 Drainage of abscess of appendix
32578005,Y207,Y20.7 Vacuum biopsy of lesion of organ NOC
708876004,H018,H01.8 Other specified emergency excision of appendix
710197007,Z281,Z28.1 Appendix
17041004,H031,H03.1 Drainage of abscess of appendix
32578005,H039,H03.9 Unspecified other operations on appendix
6025007,H021,H02.1 Interval appendicectomy
6025007,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
1299000,Y051,Y05.1 Total excision of organ NOC
710197007,Y981,Y98.1 Radiology of one body area (or < 20 minutes)
6025007,Y755,Y75.5 Laparoscopic ultrasonic approach to abdominal cavity
710197007,Y973,Y97.3 Radiology with post contrast
32578005,H038,H03.8 Other specified other operations on appendix
174041007,H013,H01.3 Emergency excision of normal appendix
32578005,H032,H03.2 Drainage of appendix NEC
1299000,H028,H02.8 Other specified other excision of appendix
708876004,H021,H02.1 Interval appendicectomy
80146002,H022,H02.2 Planned delayed appendicectomy NEC
32578005,Y201,Y20.1 Stereotactic biopsy of lesion of organ NOC
174041007,Y751,Y75.1 Laparoscopically assisted approach to abdominal cavity
6025007,H028,H02.8 Other specified other excision of appendix
307581005,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
710197007,U216,U21.6 Ultrasound scan NEC
32578005,H033,H03.3 Exteriorisation of appendix
6025007,H018,H01.8 Other specified emergency excision of appendix
6025007,Y751,Y75.1 Laparoscopically assisted approach to abdominal cavity
708876004,H028,H02.8 Other specified other excision of appendix
80146002,H018,H01.8 Other specified emergency excision of appendix
174041007,H019,H01.9 Unspecified emergency excision of appendix
17041004,Y309,Y30.9 Unspecified incision of organ NOC
17041004,H032,H03.2 Drainage of appendix NEC
13893002,Y073,Y07.3 Obliteration of sinus track from organ NOC
80146002,H029,H02.9 Unspecified other excision of appendix
6726004,H031,H03.1 Drainage of abscess of appendix
1299000,Y053,Y05.3 Excision of sinus track from organ NOC
235313004,H023,H02.3 Prophylactic appendicectomy NEC
708876004,H012,H01.2 Emergency excision of abnormal appendix NEC
37402004,H031,H03.1 Drainage of abscess of appendix
174041007,H011,H01.1 Emergency excision of abnormal appendix and drainage HFQ
6025007,H011,H01.1 Emergency excision of abnormal appendix and drainage HFQ
708876004,H011,H01.1 Emergency excision of abnormal appendix and drainage HFQ
443935000,H011,H01.1 Emergency excision of abnormal appendix and drainage HFQ
17041004,H038,H03.8 Other specified other operations on appendix
174041007,Y752,Y75.2 Laparoscopic approach to abdominal cavity NEC
174045003,H021,H02.1 Interval appendicectomy
174036004,H011,H01.1 Emergency excision of abnormal appendix and drainage HFQ
6025007,H012,H01.2 Emergency excision of abnormal appendix NEC
307581005,Y751,Y75.1 Laparoscopically assisted approach to abdominal cavity
307581005,Y755,Y75.5 Laparoscopic ultrasonic approach to abdominal cavity
235313004,H022,H02.2 Planned delayed appendicectomy NEC
174036004,H018,H01.8 Other specified emergency excision of appendix
174036004,H019,H01.9 Unspecified emergency excision of appendix
1299000,Y052,Y05.2 Partial excision of organ NOC
235316007,H625,H62.5 Irrigation of bowel NEC
32578005,Y204,Y20.4 Fine needle aspiration NOC
235313004,H021,H02.1 Interval appendicectomy
6025007,H023,H02.3 Prophylactic appendicectomy NEC
174041007,Y755,Y75.5 Laparoscopic ultrasonic approach to abdominal cavity
1299000,Y058,Y05.8 Other specified excision of organ NOC
708876004,Y753,Y75.3 Robotic minimal access approach to abdominal cavity
174041007,H012,H01.2 Emergency excision of abnormal appendix NEC
80146002,H011,H01.1 Emergency excision of abnormal appendix and drainage HFQ
1299000,H021,H02.1 Interval appendicectomy
80146002,H024,H02.4 Incidental appendicectomy
174039006,H013,H01.3 Emergency excision of normal appendix
443037006,Y533,Y53.3 Approach to organ under computed tomography scan control
80146002,H013,H01.3 Emergency excision of normal appendix
1299000,Y054,Y05.4 Ex vivo resection of organ NOC
13893002,H038,H03.8 Other specified other operations on appendix
