snomed,opcs,opcs_term
25316003,C456,C45.6 Destruction of lesion of cornea NEC
426580006,C799,C79.9 Unspecified operations on vitreous body
397112000,C452,C45.2 Excision of lesion of cornea NEC
231750006,C743,C74.3 Mechanical lensectomy
430833007,C455,C45.5 Radiotherapy to lesion of cornea
231748003,C738,C73.8 Other specified incision of capsule of lens
231768009,C546,C54.6 Removal of implant or explant from sclera
450698009,C832,C83.2 Macular translocation three hundred and sixty degrees
446862000,C722,C72.2 Suction extraction of lens
34098008,C141,C14.1 Flap of skin to eyelid
9137006,C742,C74.2 Discission of cataract
205336009,C012,C01.2 Enucleation of eye
397539000,C811,C81.1 Xenon photocoagulation of retina for detachment
34524006,C592,C59.2 Surgical iridectomy
61779007,C042,C04.2 Revision of prosthetic replacement for eyeball
40997008,C532,C53.2 Excision of lesion of sclera NEC
416100002,C662,C66.2 Cauterisation of ciliary body
386611002,C741,C74.1 Curettage of lens
866200001,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
82027008,C604,C60.4 Iridoplasty NEC
69724002,C751,C75.1 Insertion of prosthetic replacement for lens NEC
118898007,C438,C43.8 Other specified other operations on conjunctiva
113113000,Y973,Y97.3 Radiology with post contrast
172460005,C558,C55.8 Other specified incision of sclera
83816004,C064,C06.4 Removal of foreign body from orbit
4503005,Y291,Y29.1 Surgical removal of foreign body from organ NOC
37709009,C533,C53.3 Cauterisation of lesion of sclera
6005008,Y015,Y01.5 Alloreplacement of organ from cadaver heart non-beating NOC
363115007,Y319,Y31.9 Unspecified exploration of organ NOC
69724002,C721,C72.1 Forceps extraction of lens
359963001,C479,C47.9 Unspecified closure of cornea
231747008,C731,C73.1 Membranectomy of lens
347747004,C468,C46.8 Other specified plastic operations on cornea
89153001,C713,C71.3 Aspiration of lens
426580006,C798,C79.8 Other specified operations on vitreous body
172565003,C881,C88.1 Transpupillary thermotherapy to subretinal lesion
45102007,Y264,Y26.4 Removal of other repair material from organ NOC
45031008,Y102,Y10.2 Electrocauterisation of organ NOC
87021001,C796,C79.6 Internal tamponade of retina using liquid
67835007,C539,C53.9 Unspecified extirpation of lesion of sclera
37182005,C471,C47.1 Suture of cornea
410459005,Z182,Z18.2 Cornea
426056001,C522,C52.2 Deep sclerectomy without spacer
9137006,C751,C75.1 Insertion of prosthetic replacement for lens NEC
439522009,C798,C79.8 Other specified operations on vitreous body
17606004,C521,C52.1 Deep sclerectomy with spacer
429713004,C903,C90.3 Subtenons anaesthetic
47130006,C403,C40.3 Sliding graft to conjunctiva
83816004,C022,C02.2 Destruction of lesion of orbit
397539000,C821,C82.1 Cauterisation of lesion of retina
7898005,C822,C82.2 Cryotherapy to lesion of retina
414507007,C733,C73.3 Capsulotomy of posterior lens capsule
416773006,C615,C61.5 Viscogonioplasty
450698009,C818,C81.8 Other specified photocoagulation of retina for detachment
43334009,C691,C69.1 Reformation of anterior chamber of eye
231764006,C823,C82.3 External beam radiotherapy to lesion of retina
18137003,C713,C71.3 Aspiration of lens
54362002,Y291,Y29.1 Surgical removal of foreign body from organ NOC
404628003,C728,C72.8 Other specified intracapsular extraction of lens
879785009,Y409,Y40.9 Unspecified dilation of organ NOC
446938009,C843,C84.3 Biopsy of lesion of retina
414536007,Y081,Y08.1 Laser excision of organ NOC
310558000,C841,C84.1 Epiretinal dissection
265289002,C592,C59.2 Surgical iridectomy
35717002,C751,C75.1 Insertion of prosthetic replacement for lens NEC
371348009,C623,C62.3 Laser iridotomy
35552007,C481,C48.1 Surgical removal of foreign body from cornea
300082008,S473,S47.3 Incision of lesion of skin of head or neck
713161004,Y081,Y08.1 Laser excision of organ NOC
336651000,C743,C74.3 Mechanical lensectomy
69724002,C713,C71.3 Aspiration of lens
386607008,C623,C62.3 Laser iridotomy
426475004,C647,C64.7 Insertion of iris hooks
419191005,C443,C44.3 Endothelial graft to cornea
83816004,C084,C08.4 Retrobulbar injection into orbit
172426003,C489,C48.9 Unspecified removal of foreign body from cornea
231775005,C823,C82.3 External beam radiotherapy to lesion of retina
64522003,X653,X65.3 Delivery of a fraction of interstitial radiotherapy
50538003,C647,C64.7 Insertion of iris hooks
8920006,C819,C81.9 Unspecified photocoagulation of retina for detachment
85785001,C732,C73.2 Capsulotomy of anterior lens capsule
700373001,Y269,Y26.9 Unspecified other repair of organ NOC
295850006,C604,C60.4 Iridoplasty NEC
6307005,C463,C46.3 Penetrating graft to cornea
59943006,Y131,Y13.1 Cauterisation of lesion of organ NOC
373416003,C751,C75.1 Insertion of prosthetic replacement for lens NEC
22768003,Y259,Y25.9 Unspecified suture of organ NOC
172538005,C647,C64.7 Insertion of iris hooks
20019002,C438,C43.8 Other specified other operations on conjunctiva
32788008,Y021,Y02.1 Implantation of prosthesis into organ NOC
69724002,C754,C75.4 Insertion of prosthetic replacement for lens using suture fixation
5671007,Y298,Y29.8 Other specified removal of foreign body from organ NOC
63228006,Y059,Y05.9 Unspecified excision of organ NOC
83816004,C068,C06.8 Other specified incision of orbit
118904000,C538,C53.8 Other specified extirpation of lesion of sclera
438601000,C918,C91.8 Other specified operations on anterior segment of eye
425797007,C889,C88.9 Unspecified destruction of subretinal lesion
866200001,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
120114008,C471,C47.1 Suture of cornea
418170009,Y082,Y08.2 Laser excision of lesion of organ NOC
82027008,C592,C59.2 Surgical iridectomy
75170007,C743,C74.3 Mechanical lensectomy
78216001,C471,C47.1 Suture of cornea
172524003,C721,C72.1 Forceps extraction of lens
13346001,C692,C69.2 Paracentesis of anterior chamber of eye
446548003,C732,C73.2 Capsulotomy of anterior lens capsule
64835001,C592,C59.2 Surgical iridectomy
172469006,C574,C57.4 Suture of sclera
118898007,C418,C41.8 Other specified incision of conjunctiva
17606004,C532,C53.2 Excision of lesion of sclera NEC
417488009,C438,C43.8 Other specified other operations on conjunctiva
172485001,C611,C61.1 Laser trabeculoplasty
414507007,C739,C73.9 Unspecified incision of capsule of lens
20397006,C514,C51.4 Tattooing of cornea
28242004,C465,C46.5 Deep lamellar graft to cornea
40899005,Y131,Y13.1 Cauterisation of lesion of organ NOC
360411008,C774,C77.4 Surgical removal of foreign body from lens
46562009,C751,C75.1 Insertion of prosthetic replacement for lens NEC
72199008,Y299,Y29.9 Unspecified removal of foreign body from organ NOC
108156003,C868,C86.8 Other specified other operations on eye
15915007,C882,C88.2 Photodynamic therapy to subretinal lesion
401306006,C751,C75.1 Insertion of prosthetic replacement for lens NEC
78110003,Y354,Y35.4 Introduction of radioactive substance into organ for brachytherapy NOC
446490007,C754,C75.4 Insertion of prosthetic replacement for lens using suture fixation
386611002,C728,C72.8 Other specified intracapsular extraction of lens
13927007,C552,C55.2 Corneoscleral trephine
84077007,C574,C57.4 Suture of sclera
414507007,C776,C77.6 Insertion of capsule tension ring
722184001,C443,C44.3 Endothelial graft to cornea
203644001,C554,C55.4 Expansion of sclera
35717002,C742,C74.2 Discission of cataract
19875009,Y222,Y22.2 Aspiration of other lesion of organ NOC
363115007,Y311,Y31.1 Exploration of sinus track from organ NOC
88840005,Y181,Y18.1 Freeing of adhesions of organ NOC
118904000,C573,C57.3 Graft to sclera
397537003,C664,C66.4 Laser photocoagulation of ciliary body
438490000,C608,C60.8 Other specified filtering operations on iris
231744001,C713,C71.3 Aspiration of lens
231766008,C855,C85.5 Retinopexy NEC
9754005,C401,C40.1 Mucosal graft to conjunctiva
417728005,C438,C43.8 Other specified other operations on conjunctiva
450698009,C822,C82.2 Cryotherapy to lesion of retina
41515001,C881,C88.1 Transpupillary thermotherapy to subretinal lesion
74579006,C698,C69.8 Other specified other operations on anterior chamber of eye
397521009,U216,U21.6 Ultrasound scan NEC
450698009,C859,C85.9 Unspecified fixation of retina
37332006,Y298,Y29.8 Other specified removal of foreign body from organ NOC
54885007,C748,C74.8 Other specified other extraction of lens
231737005,X656,X65.6 Delivery of a fraction of intraluminal brachytherapy
296867007,C792,C79.2 Vitrectomy using pars plana approach
172529008,C732,C73.2 Capsulotomy of anterior lens capsule
78110003,X658,X65.8 Other specified radiotherapy delivery
12113005,C791,C79.1 Vitrectomy using anterior approach
41496004,Y985,Y98.5 Radiology of > 4 body areas (or > 40 minutes)
231775005,C821,C82.1 Cauterisation of lesion of retina
722185000,Y015,Y01.5 Alloreplacement of organ from cadaver heart non-beating NOC
386607008,C621,C62.1 Iridosclerotomy
172525002,C723,C72.3 Cryoextraction of lens
172532006,C732,C73.2 Capsulotomy of anterior lens capsule
450698009,C548,C54.8 Other specified buckling operations for attachment of retina
35009002,C822,C82.2 Cryotherapy to lesion of retina
68999001,C818,C81.8 Other specified photocoagulation of retina for detachment
66359001,C728,C72.8 Other specified intracapsular extraction of lens
59234009,C601,C60.1 Trabeculectomy
265295001,C776,C77.6 Insertion of capsule tension ring
89978003,C592,C59.2 Surgical iridectomy
44317007,C888,C88.8 Other specified destruction of subretinal lesion
80806006,C545,C54.5 Buckling of sclera NEC
231733009,C611,C61.1 Laser trabeculoplasty
86948006,C828,C82.8 Other specified destruction of lesion of retina
35552007,C471,C47.1 Suture of cornea
424945000,C712,C71.2 Phacoemulsification of lens
83816004,C069,C06.9 Unspecified incision of orbit
387746009,C398,C39.8 Other specified extirpation of lesion of conjunctiva
450698009,C846,C84.6 Retinotomy NEC
172571009,C802,C80.2 Peel of internal limiting membrane
700401002,C403,C40.3 Sliding graft to conjunctiva
41496004,Z199,Z19.9 Eye NEC
69724002,C748,C74.8 Other specified other extraction of lens
172523009,C728,C72.8 Other specified intracapsular extraction of lens
446279000,C456,C45.6 Destruction of lesion of cornea NEC
80000004,Y131,Y13.1 Cauterisation of lesion of organ NOC
69724002,C752,C75.2 Revision of prosthetic replacement for lens
404628003,C721,C72.1 Forceps extraction of lens
363115007,Y318,Y31.8 Other specified exploration of organ NOC
35552007,C488,C48.8 Other specified removal of foreign body from cornea
401306006,C647,C64.7 Insertion of iris hooks
76824005,C405,C40.5 Suture of conjunctiva
112970003,C848,C84.8 Other specified other operations on retina
231737005,X658,X65.8 Other specified radiotherapy delivery
69724002,C759,C75.9 Unspecified prosthesis of lens
83816004,C081,C08.1 Transposition of ligament of orbit
231733009,C615,C61.5 Viscogonioplasty
73200001,C664,C66.4 Laser photocoagulation of ciliary body
85785001,C731,C73.1 Membranectomy of lens
113113000,Y983,Y98.3 Radiology of three body areas (or 20-40 minutes)
314133005,C648,C64.8 Other specified other operations on iris
172532006,C733,C73.3 Capsulotomy of posterior lens capsule
65812008,C719,C71.9 Unspecified extracapsular extraction of lens
