conceptId,idAndFsnTerm
38631000087106,38631000087106 | Extraction of cataract and implantation of intraocular lens in right eye (procedure) |
38621000087109,38621000087109 | Extraction of cataract and implantation of intraocular lens in left eye (procedure) |
1236928007,1236928007 | Surgery of cataract of bilateral eyes (procedure) |
1231300009,1231300009 | Extraction of cataract of left eye (procedure) |
1231299001,1231299001 | Extraction of cataract of right eye (procedure) |
1231296008,1231296008 | Extraction of cataract of bilateral eyes (procedure) |
860934001,860934001 | Surgery of cataract of right eye (procedure) |
860930005,860930005 | Surgery of cataract of left eye (procedure) |
447304001,447304001 | One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens (procedure) |
446862000,446862000 | One stage intracapsular extraction of lens with insertion of prosthetic intraocular lens (procedure) |
446590009,446590009 | One stage intracapsular extraction of lens by inferior temporal route and insertion of prosthetic intraocular lens (procedure) |
446548003,446548003 | Extraction of cataract and trabeculectomy (procedure) |
446508006,446508006 | Insertion of capsular tension ring and artificial iris (procedure) |
446490007,446490007 | One stage extracapsular extraction of lens and insertion of prosthetic intraocular lens by inferior temporal route (procedure) |
427288008,427288008 | Insertion of prosthetic replacement for lens with suture fixation (procedure) |
424945000,424945000 | Torsional phacoemulsification (procedure) |
422103004,422103004 | Can opener anterior capsulotomy (procedure) |
420526005,420526005 | Coaxial phacoemulsfication (procedure) |
420260004,420260004 | Bimanual phacoemulsification (procedure) |
419767009,419767009 | Bimanual microincisional phacoemulsification of cataract with intraocular lens implantation (procedure) |
418430006,418430006 | Bimanual phacoemulsification of cataract with intraocular lens implantation (procedure) |
418121005,418121005 | Bimanual phacoemulsification of lens with intraocular lens implantation (procedure) |
417493007,417493007 | Small incision manual extracapsular cataract extraction (procedure) |
416861004,416861004 | Trypan blue staining of lens capsule (procedure) |
416217004,416217004 | Indocyanine green staining of lens capsule (procedure) |
415089008,415089008 | Phacoemulsification of cataract with intraocular lens implantation (procedure) |
414507007,414507007 | Insertion of capsular tension ring (procedure) |
410702009,410702009 | Pars plana lensectomy of cataract (procedure) |
404629006,404629006 | Yttrium-aluminum-garnet laser anterior capsulotomy (procedure) |
404628003,404628003 | Intracapsular cataract extraction (procedure) |
404627008,404627008 | Posterior capsulorrhexis (procedure) |
404626004,404626004 | Anterior capsulorrhexis (procedure) |
401306006,401306006 | Phacoemulsification of lens and insertion of prosthetic replacement (procedure) |
397544007,397544007 | Complicated cataract surgery (procedure) |
386612009,386612009 | Operation on lens (procedure) |
386611002,386611002 | Procedure on lens (procedure) |
385468004,385468004 | Cataract extraction and implantation of intraocular lens (procedure) |
373418002,373418002 | Implantation of posterior chamber intraocular lens in capsular bag (procedure) |
361191005,361191005 | Extraction of cataract by ultrasonic phacofragmentation (procedure) |
360411008,360411008 | Capsulotomy of lens with removal of foreign body (procedure) |
360405005,360405005 | Removal of foreign body of lens by incision (procedure) |
336651000,336651000 | Extraction of primary membranous cataract by mechanical fragmentation (procedure) |
335636001,335636001 | Extraction of primary membranous cataract by phacofragmentation (procedure) |
