conceptId,idAndFsnTerm
50080231000188105,50080231000188105 | Radiotherapy to face (procedure) |
50080191000188103,50080191000188103 | External beam radiation therapy of bone (procedure) |
50080181000188101,50080181000188101 | Brachytherapy of bone (procedure) |
16554931000119102,16554931000119102 | Intravenous radionuclide therapy using radium 223 dichloride (procedure) |
16554781000119103,16554781000119103 | Intravenous radionuclide therapy using strontium 89 (procedure) |
16523851000119103,16523851000119103 | Needle puncture and aspiration of abscess of rectum using computed tomography guidance (procedure) |
16442821000119108,16442821000119108 | Fluoroscopy of colon with water soluble contrast (procedure) |
1103661000000108,1103661000000108 | Radioligand therapy using lutetium (177-Lu) labeled somatostatin analog (procedure) |
721081000124101,721081000124101 | External beam radiotherapy with abdominal compression (procedure) |
721071000124104,721071000124104 | External beam radiotherapy with free breathing (procedure) |
721061000124106,721061000124106 | External beam radiotherapy with respiratory gating (procedure) |
721051000124109,721051000124109 | External beam radiotherapy with breath hold (procedure) |
721031000124102,721031000124102 | External beam radiotherapy without respiratory motion management (procedure) |
589631000119102,589631000119102 | Intravenous radioimmunotherapy using monoclonal antibodies (procedure) |
427561000119104,427561000119104 | Intravenous radionuclide therapy using samarium Sm 153 lexidronam (procedure) |
427541000119103,427541000119103 | Intravenous radionuclide therapy (procedure) |
414301000119107,414301000119107 | Defecography with barium enema (procedure) |
384091000119108,384091000119108 | Fluoroscopic barium enema via colostomy (procedure) |
48031000087101,48031000087101 | Colonoscopy using rectal retroflexion technique (procedure) |
48021000087103,48021000087103 | Colonoscopy using cecal retroflexion technique (procedure) |
11331000224100,11331000224100 | Tomotherapy (procedure) |
10371000132109,10371000132109 | Colonoscopic snare polypectomy of colon (procedure) |
10361000132103,10361000132103 | Endoscopic cauterization of polyp of colon (procedure) |
1303413007,1303413007 | Laparoscopic sigmoid colectomy (procedure) |
1297350006,1297350006 | Surface guided radiation therapy (procedure) |
1297069006,1297069006 | Fractionated dose radiotherapy (procedure) |
1290228009,1290228009 | Administration of antineoplastic agent via subcutaneous route (procedure) |
1290226008,1290226008 | Administration of antineoplastic agent via intravenous route (procedure) |
1287986001,1287986001 | Intraluminal insertion of sponge into rectum using colonoscope (procedure) |
1287985002,1287985002 | Intraluminal insertion of sponge into rectum using sigmoidoscope (procedure) |
1287742003,1287742003 | Radiotherapy (procedure) |
1287682002,1287682002 | Intraoperative external beam radiation therapy using electrons for malignant neoplasm of cecum and/or colon and/or rectum (procedure) |
1286802009,1286802009 | External beam radiotherapy using internal target volume approach (procedure) |
1286801002,1286801002 | Real time tumor tracking external beam radiotherapy (procedure) |
1269317006,1269317006 | Radiotherapy to urinary bladder (procedure) |
1264389002,1264389002 | Radiation therapy to oral cavity (procedure) |
1264200003,1264200003 | Excision of lesion of rectum by transanal minimal invasive surgery (procedure) |
1263784000,1263784000 | Radioligand therapy using lutetium (177-Lu) vipivotide tetraxetan (procedure) |
1263735008,1263735008 | Endoscopic microsurgical excision of rectum by transanal approach (procedure) |
1263719001,1263719001 | Fiberoptic endoscopic cryoablation of lesion of colon (procedure) |
1263398006,1263398006 | Proctoscopic control of rectal bleeding using electrocoagulation (procedure) |
1263397001,1263397001 | Colonoscopic control of rectal bleeding using electrocoagulation (procedure) |
1263392007,1263392007 | Extracorporeal irradiation of tumor bearing bone and reimplantation (procedure) |
1260482004,1260482004 | Insertion of stent into colon using colonoscope (procedure) |
1259200004,1259200004 | Neoadjuvant antineoplastic chemotherapy (procedure) |
1258871004,1258871004 | Transanal total mesorectal excision (procedure) |
1255904006,1255904006 | Administration of palliative antineoplastic agent (procedure) |
1255834000,1255834000 | Administration of antineoplastic chemotherapy into peritoneal cavity (procedure) |
1255832001,1255832001 | Laparoscopic anorectoplasty (procedure) |
1255831008,1255831008 | Chemotherapy for malignant neoplastic disease using targeted agent (procedure) |
1255359001,1255359001 | Fractionated dose stereotactic radiation therapy (procedure) |
1254742000,1254742000 | Delayed intensification antineoplastic therapy regimen (regime/therapy) |
1254741007,1254741007 | Intensification antineoplastic therapy regimen (regime/therapy) |
1220581005,1220581005 | Biopsy of rectum using endoscopic ultrasonography guidance (procedure) |
1217313001,1217313001 | Biopsy of colon using endoscopic ultrasonography guidance (procedure) |
1217115000,1217115000 | Endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope (procedure) |
1216996008,1216996008 | Endoscopic examination of colonic pouch and biopsy of colonic pouch (procedure) |
1209121000,1209121000 | Proctoscopy and biopsy of lesion of rectum (procedure) |
1209098000,1209098000 | Fiberoptic colonoscopy with biopsy of lesion of colon (procedure) |
1204242009,1204242009 | External beam radiation therapy using particle scanning technique (procedure) |
1186912002,1186912002 | Laparoscopic low anterior resection of rectum with construction of colostomy (procedure) |
1172516002,1172516002 | High-dose chemotherapy with stem cell transplant (procedure) |
1163157007,1163157007 | Ultra high dose rate radiotherapy (procedure) |
1162782007,1162782007 | Three dimensional external beam radiation therapy (procedure) |
1156530009,1156530009 | Volumetric modulated arc therapy (procedure) |
1156529004,1156529004 | External beam radiation therapy using particle passive scattering technique (procedure) |
1156528007,1156528007 | External beam radiation therapy using particle spot scanning technique (procedure) |
1156526006,1156526006 | Two dimensional external beam radiation therapy (procedure) |
1156525005,1156525005 | Mixed beam external beam radiation therapy (procedure) |
1156524009,1156524009 | Intensity modulated external beam neutron radiation therapy (procedure) |
1156506007,1156506007 | External beam radiation therapy using photons (procedure) |
1156505006,1156505006 | External beam radiation therapy using carbon ions (procedure) |
1153549003,1153549003 | Irrigation of colon via colostomy (procedure) |
1148692008,1148692008 | Radiation therapy following chemotherapy (procedure) |
1141994004,"1141994004 | Rituximab, cyclophosphamide, etoposide, vincristine, prednisone antineoplastic chemotherapy regimen (regime/therapy) |"
897713009,897713009 | Antineoplastic chemoimmunotherapy (regime/therapy) |
890093004,890093004 | Administration of multiple antineoplastic agents (procedure) |
879915007,879915007 | Radiotherapy to bone (procedure) |
870623000,870623000 | Closure of rectovaginal fistula using plug (procedure) |
870385001,870385001 | Hypofractionated radiation therapy (procedure) |
870250004,"870250004 | Fluorouracil, leucovorin, irinotecan and oxaliplatin antineoplastic chemotherapy regimen (regime/therapy) |"
870249004,"870249004 | Folinic acid, fluorouracil and irinotecan antineoplastic chemotherapy regimen (regime/therapy) |"
858579005,"858579005 | Excision of entire colon, entire rectum and entire anal canal (procedure) |"
830156009,830156009 | Administration of hyperthermic antineoplastic agent into thoracic cavity (procedure) |
830155008,830155008 | Administration of hyperthermic antineoplastic agent into peritoneal cavity (procedure) |
816151001,816151001 | Administration of consolidation antineoplastic agent (procedure) |
789779005,789779005 | Sigmoidoscopy and fecal microbiota transplantation (procedure) |
789778002,789778002 | Colonoscopy and fecal microbiota transplantation (procedure) |
787876003,787876003 | Laparoscopic total colectomy and ileostomy (procedure) |
787875004,787875004 | Laparoscopic total colectomy and loop ileostomy (procedure) |
787874000,787874000 | Laparoscopic total colectomy (procedure) |
787109009,787109009 | Excision of entire colon and entire rectum (procedure) |
787108001,787108001 | Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis (procedure) |
785707001,785707001 | Hypofractionated radiation therapy of entire breast (procedure) |
785706005,785706005 | Hypofractionated radiation therapy of prostate (procedure) |
782838000,782838000 | Laparoscopic ventral fixation of internal prolapse of rectum using synthetic mesh (procedure) |
782837005,782837005 | Laparoscopic ventral fixation of internal prolapse of rectum using biological mesh (procedure) |
782836001,782836001 | Laparoscopic ventral fixation of internal prolapse of rectum using mesh (procedure) |
782204001,782204001 | Superficial radiation therapy (procedure) |
773129000,773129000 | Combined endoscopic and laparoscopic excision of polyp of colon (procedure) |
773128008,773128008 | Endoscopic snare resection of lesion of colon using full thickness resection device (procedure) |
771568007,771568007 | Fiberoptic endoscopic excision of lesion of colonic mucous membrane (procedure) |
771556003,771556003 | Fluoroscopy for colonic transit study (procedure) |
738552004,738552004 | Partial resection of colon with stoma (procedure) |
738551006,738551006 | Right colectomy with stoma (procedure) |
726549007,726549007 | Radioimmunoguided surgery (procedure) |
722491009,"722491009 | Rituximab, cyclophosphamide, doxorubicin, vincristine and prednisone chemotherapy regimen (regime/therapy) |"
722482005,"722482005 | Doxorubicin, bleomycin, vinblastine and dacarbazine chemotherapy regimen (regime/therapy) |"
722472009,"722472009 | Rituximab, ifosfamide, carboplatin and etoposide chemotherapy regimen (regime/therapy) |"
720379009,720379009 | Hepatic arterial infusion chemotherapy (procedure) |
719919003,719919003 | Balloon dilation of colon using fluoroscopic guidance (procedure) |
716872004,716872004 | Antineoplastic chemotherapy regimen (regime/therapy) |
715914001,715914001 | Insertion of catheter into cecostomy using fluoroscopic guidance (procedure) |
714029009,714029009 | Preoperative high dose brachytherapy (procedure) |
713165008,713165008 | Laparoscopic total colectomy with ileo-rectal anastomosis (procedure) |
712992007,712992007 | Laparoscopic low anterior resection of rectum using robotic assistance (procedure) |
712746000,712746000 | Total body electron beam therapy (procedure) |
711421003,711421003 | Fluoroscopic contrast enema (procedure) |
711307001,711307001 | Colonoscopy using X-ray guidance (procedure) |
711299007,711299007 | Radiotherapy to thorax (procedure) |
710293001,710293001 | Colonoscopy using fluoroscopic guidance (procedure) |
710288004,710288004 | Sigmoidoscopy using fluoroscopic guidance (procedure) |
710203005,710203005 | Therapeutic contrast enema for reduction of intussusception of colon using fluoroscopic guidance (procedure) |
709523008,709523008 | Magnetic resonance imaging of rectum with contrast (procedure) |
709421007,709421007 | Colonoscopy and dilation of stricture of colon (procedure) |
708920006,708920006 | Laparoscopic anterior resection of rectum using robotic assistance (procedure) |
708695008,708695008 | Percutaneous fine needle aspiration biopsy of rectum using imaging guidance (procedure) |
708642005,708642005 | Laparoscopic fixation of rectum using robotic assistance (procedure) |
708631001,708631001 | Laparoscopic-assisted low anterior resection of rectum (procedure) |
703423002,703423002 | Combined chemotherapy and radiation therapy (procedure) |
700496000,700496000 | Postoperative administration of antineoplastic agent into peritoneal cavity (procedure) |
