conceptId,idAndFsnTerm
50080231000188105,50080231000188105 | Radiotherapy to face (procedure) |
50080191000188103,50080191000188103 | External beam radiation therapy of bone (procedure) |
50080181000188101,50080181000188101 | Brachytherapy of bone (procedure) |
16560241000119104,16560241000119104 | Oral radionuclide therapy (procedure) |
16554931000119102,16554931000119102 | Intravenous radionuclide therapy using radium 223 dichloride (procedure) |
16554781000119103,16554781000119103 | Intravenous radionuclide therapy using strontium 89 (procedure) |
1103661000000108,1103661000000108 | Radioligand therapy using lutetium (177-Lu) labeled somatostatin analog (procedure) |
589631000119102,589631000119102 | Intravenous radioimmunotherapy using monoclonal antibodies (procedure) |
427561000119104,427561000119104 | Intravenous radionuclide therapy using samarium Sm 153 lexidronam (procedure) |
427541000119103,427541000119103 | Intravenous radionuclide therapy (procedure) |
64291000052106,64291000052106 | Radioactive iodine therapy (procedure) |
11331000224100,11331000224100 | Tomotherapy (procedure) |
1286802009,1286802009 | External beam radiotherapy using internal target volume approach (procedure) |
1286801002,1286801002 | Real time tumor tracking external beam radiotherapy (procedure) |
1269317006,1269317006 | Radiotherapy to urinary bladder (procedure) |
1264389002,1264389002 | Radiation therapy to oral cavity (procedure) |
1263784000,1263784000 | Radioligand therapy using lutetium (177-Lu) vipivotide tetraxetan (procedure) |
1263392007,1263392007 | Extracorporeal irradiation of tumor bearing bone and reimplantation (procedure) |
1259200004,1259200004 | Neoadjuvant antineoplastic chemotherapy (procedure) |
1255904006,1255904006 | Administration of palliative antineoplastic agent (procedure) |
1255834000,1255834000 | Administration of antineoplastic chemotherapy into peritoneal cavity (procedure) |
1255831008,1255831008 | Chemotherapy for malignant neoplastic disease using targeted agent (procedure) |
1255359001,1255359001 | Fractionated dose stereotactic radiation therapy (procedure) |
1254742000,1254742000 | Delayed intensification antineoplastic therapy regimen (regime/therapy) |
1254741007,1254741007 | Intensification antineoplastic therapy regimen (regime/therapy) |
1204242009,1204242009 | External beam radiation therapy using particle scanning technique (procedure) |
1172516002,1172516002 | High-dose chemotherapy with stem cell transplant (procedure) |
1163157007,1163157007 | Ultra high dose rate radiotherapy (procedure) |
1162782007,1162782007 | Three dimensional external beam radiation therapy (procedure) |
1156708005,1156708005 | Low dose rate brachytherapy using temporary radioactive source (procedure) |
1156707000,1156707000 | Low dose rate brachytherapy (procedure) |
1156530009,1156530009 | Volumetric modulated arc therapy (procedure) |
1156529004,1156529004 | External beam radiation therapy using particle passive scattering technique (procedure) |
1156528007,1156528007 | External beam radiation therapy using particle spot scanning technique (procedure) |
1156526006,1156526006 | Two dimensional external beam radiation therapy (procedure) |
1156525005,1156525005 | Mixed beam external beam radiation therapy (procedure) |
1156524009,1156524009 | Intensity modulated external beam neutron radiation therapy (procedure) |
1156506007,1156506007 | External beam radiation therapy using photons (procedure) |
1156505006,1156505006 | External beam radiation therapy using carbon ions (procedure) |
1156384006,1156384006 | Pulsed dose rate brachytherapy (procedure) |
1156383000,1156383000 | Intravascular brachytherapy (procedure) |
1156382005,1156382005 | Intensity modulated intracavitary brachytherapy (procedure) |
1148692008,1148692008 | Radiation therapy following chemotherapy (procedure) |
1141994004,"1141994004 | Rituximab, cyclophosphamide, etoposide, vincristine, prednisone antineoplastic chemotherapy regimen (regime/therapy) |"
897713009,897713009 | Antineoplastic chemoimmunotherapy (regime/therapy) |
890093004,890093004 | Administration of multiple antineoplastic agents (procedure) |
879915007,879915007 | Radiotherapy to bone (procedure) |
870385001,870385001 | Hypofractionated radiation therapy (procedure) |
870250004,"870250004 | Fluorouracil, leucovorin, irinotecan and oxaliplatin antineoplastic chemotherapy regimen (regime/therapy) |"
870249004,"870249004 | Folinic acid, fluorouracil and irinotecan antineoplastic chemotherapy regimen (regime/therapy) |"
836429007,836429007 | Injection of radioactive implant into malignant neoplasm for brachytherapy (procedure) |
830156009,830156009 | Administration of hyperthermic antineoplastic agent into thoracic cavity (procedure) |
830155008,830155008 | Administration of hyperthermic antineoplastic agent into peritoneal cavity (procedure) |
816151001,816151001 | Administration of consolidation antineoplastic agent (procedure) |
785707001,785707001 | Hypofractionated radiation therapy of entire breast (procedure) |
785706005,785706005 | Hypofractionated radiation therapy of prostate (procedure) |
782204001,782204001 | Superficial radiation therapy (procedure) |
773335005,773335005 | Epiretinal brachytherapy with vitrectomy (procedure) |
765813009,765813009 | Intracavitary brachytherapy of mouth (procedure) |
726549007,726549007 | Radioimmunoguided surgery (procedure) |
722491009,"722491009 | Rituximab, cyclophosphamide, doxorubicin, vincristine and prednisone chemotherapy regimen (regime/therapy) |"
722482005,"722482005 | Doxorubicin, bleomycin, vinblastine and dacarbazine chemotherapy regimen (regime/therapy) |"
722472009,"722472009 | Rituximab, ifosfamide, carboplatin and etoposide chemotherapy regimen (regime/therapy) |"
720379009,720379009 | Hepatic arterial infusion chemotherapy (procedure) |
716872004,716872004 | Antineoplastic chemotherapy regimen (regime/therapy) |
714029009,714029009 | Preoperative high dose brachytherapy (procedure) |
712746000,712746000 | Total body electron beam therapy (procedure) |
711299007,711299007 | Radiotherapy to thorax (procedure) |
703423002,703423002 | Combined chemotherapy and radiation therapy (procedure) |
700496000,700496000 | Postoperative administration of antineoplastic agent into peritoneal cavity (procedure) |
700357007,700357007 | Radium 223 brachytherapy (procedure) |
700356003,700356003 | Radium 226 brachytherapy (procedure) |
473237008,473237008 | Stereotactic radiosurgery for acoustic neuroma (procedure) |
450827009,450827009 | Induction chemotherapy (procedure) |
449290006,449290006 | Megavoltage radiation therapy using photons and electrons (procedure) |
449255003,449255003 | Intraluminal brachytherapy of tracheobronchial tree (procedure) |
449157000,449157000 | Interstitial brachytherapy using iridium wire (procedure) |
449155008,449155008 | Intraluminal brachytherapy of esophagus (procedure) |
448987004,448987004 | Intraluminal brachytherapy of biliary tract (procedure) |
448608009,448608009 | Intracavitary brachytherapy of female genital tract (procedure) |
448552007,448552007 | Interstitial brachytherapy using gold grain (procedure) |
448467008,448467008 | Interstitial brachytherapy using cesium needle (procedure) |
448461009,448461009 | Stereotactic radiation therapy using megavoltage radiation (procedure) |
448385000,448385000 | Megavoltage radiation therapy using photons (procedure) |
448294009,448294009 | External radiation therapy using superficial radiation (procedure) |
448288001,448288001 | Targeted radionuclide therapy (procedure) |
448168006,448168006 | Intracavitary brachytherapy of nasopharynx (procedure) |
448167001,448167001 | Intraluminal brachytherapy of rectum (procedure) |
448137007,448137007 | Brachytherapy using radioiodine (procedure) |
447912004,447912004 | Fractionated dose stereotactic radiosurgery using linear accelerator system (procedure) |
447759004,447759004 | Brachytherapy of breast (procedure) |
447704003,447704003 | Single dose stereotactic radiosurgery using linear accelerator system (procedure) |
446504008,446504008 | Stereotactic destruction of lesion using gamma radiation (procedure) |
445232009,445232009 | Boost radiation therapy (procedure) |
441799006,441799006 | Intensity modulated radiation therapy (procedure) |
441783000,441783000 | Three-dimensional conformal radiation therapy (procedure) |
438816004,438816004 | Radiolabeled technetium 99m antibody therapy (procedure) |
438629002,438629002 | High dose rate electronic brachytherapy (procedure) |
433224001,433224001 | Radionuclide rhenium 186 hydroxyethylidene diphosphonate therapy (procedure) |
433150007,433150007 | Radiolabeled indium 111 antibody therapy (procedure) |
432094005,432094005 | Radiolabeled Iodine 131 antibody therapy (procedure) |
431778005,431778005 | Brachytherapy of prostate using fluoroscopic guidance (procedure) |
431743005,431743005 | Yttrium 90 somatostatin analog therapy (procedure) |
431667009,431667009 | Intracoronary brachytherapy using fluoroscopic guidance with contrast (procedure) |
431588009,431588009 | Radionuclide iodine 131 therapy for thyrotoxicosis (procedure) |
431530008,431530008 | Percutaneous brachytherapy of hepatic artery using fluoroscopic guidance with contrast (procedure) |
431399005,431399005 | Brachytherapy using iodine (131-I) ethiodized oil (procedure) |
431200001,431200001 | Radionuclide iodine 131 therapy to thyroid (procedure) |
429774000,429774000 | Radiotherapy to abdomen (procedure) |
429584001,429584001 | Stereotactic radiosurgery of brain tissue (procedure) |
429579007,429579007 | Radiotherapy to axilla (procedure) |
429057009,429057009 | Plaque radiotherapy of lesion of retina (procedure) |
428923005,428923005 | Radiotherapy to breast (procedure) |
428831001,428831001 | Radiotherapy to perineum (procedure) |
428829005,428829005 | Radiotherapy to pelvis (procedure) |
428624002,428624002 | Radiotherapy to chest wall (procedure) |
428416002,428416002 | Radiotherapy to neck (procedure) |
428412000,428412000 | Radiotherapy to head (procedure) |
426332009,426332009 | External beam radiation therapy to lesion of retina (procedure) |
425767004,425767004 | Implantation of radioactive seed into prostate (procedure) |
420529003,420529003 | Radiotherapy using radioactive plaque on eye (procedure) |
399315003,399315003 | Radionuclide therapy (procedure) |
399180008,399180008 | Interstitial radioactive colloid therapy (procedure) |
399042005,399042005 | Chemotherapy cycle (procedure) |
395096001,395096001 | Stereotactic radiotherapy (procedure) |
395075008,395075008 | Iridium wire therapy (procedure) |
395074007,395074007 | Selectron therapy (procedure) |
394935005,394935005 | Combined postoperative chemotherapy and radiotherapy (procedure) |
394934009,394934009 | Combined pre-operative chemotherapy and radiotherapy (procedure) |
394918006,394918006 | Iodine seed radiotherapy (procedure) |
394902000,394902000 | High dose brachytherapy (procedure) |
394895009,394895009 | Postoperative chemotherapy (procedure) |
394894008,394894008 | Pre-operative chemotherapy (procedure) |
384692006,384692006 | Intracavitary brachytherapy (procedure) |
384691004,384691004 | Intraluminal brachytherapy (procedure) |
367336001,367336001 | Chemotherapy (procedure) |
363688001,363688001 | Administration of antineoplastic agent (procedure) |
315601005,315601005 | Ambulatory chemotherapy (procedure) |
314606007,314606007 | Postoperative course of deep X-ray therapy (procedure) |
314605006,314605006 | Preoperative course of deep X-ray therapy (procedure) |
314604005,314604005 | Palliative course of deep X-ray therapy (procedure) |
313092005,313092005 | Electromagnetic energy therapy (regime/therapy) |
312248006,312248006 | Heavy ion external beam radiation therapy (procedure) |
312244008,312244008 | Cobalt 60 brachytherapy remote afterloading (procedure) |
312243002,312243002 | Cesium 137 brachytherapy remote afterloading (procedure) |
