conceptId,idAndFsnTerm
450229981000132104,450229981000132104 | Toilet and suture of wound (procedure) |
50080231000188105,50080231000188105 | Radiotherapy to face (procedure) |
50080191000188103,50080191000188103 | External beam radiation therapy of bone (procedure) |
50080181000188101,50080181000188101 | Brachytherapy of bone (procedure) |
16561811000119107,16561811000119107 | Magnetic resonance imaging of internal auditory meatus without contrast (procedure) |
16558961000119100,16558961000119100 | Needle aspiration of bursa of right knee using computed tomography guidance (procedure) |
16558781000119107,16558781000119107 | Needle aspiration of bursa of left hip using computed tomography guidance (procedure) |
16558721000119108,16558721000119108 | Needle aspiration of bursa of right hip using computed tomography guidance (procedure) |
16558601000119105,16558601000119105 | Needle aspiration of bursa of right ankle using computed tomography guidance (procedure) |
16555501000119102,16555501000119102 | Injection of celiac plexus using computed tomography guidance (procedure) |
16555451000119104,16555451000119104 | Therapeutic injection of left knee using fluoroscopic guidance (procedure) |
16555401000119103,16555401000119103 | Therapeutic injection of left hip using fluoroscopic guidance (procedure) |
16550201000119105,16550201000119105 | Percutaneous cryoablation of neoplasm of left kidney using computed tomography guidance (procedure) |
16550151000119102,16550151000119102 | Percutaneous cryoablation of neoplasm of right kidney using computed tomography guidance (procedure) |
16549441000119102,16549441000119102 | Radionuclide scan of cerebrospinal fluid flow of brain using indium 111 (procedure) |
16549151000119108,16549151000119108 | Therapeutic injection of right knee using fluoroscopic guidance (procedure) |
16549001000119105,16549001000119105 | Therapeutic injection of right hip using fluoroscopic guidance (procedure) |
16548951000119100,16548951000119100 | Single photon emission computed tomography of brain (procedure) |
16548901000119104,16548901000119104 | Single photon emission computed tomography of kidney (procedure) |
16547921000119107,16547921000119107 | Needle aspiration of cyst of right kidney using computed tomography guidance (procedure) |
16547871000119103,16547871000119103 | Needle aspiration of cyst of left kidney using computed tomography guidance (procedure) |
16546531000119101,16546531000119101 | Plain x-ray of bone age (procedure) |
16545811000119100,16545811000119100 | Positron emission tomography myocardial metabolism study (procedure) |
16545191000119100,16545191000119100 | Radionuclide myocardial perfusion stress study (procedure) |
16522741000119100,16522741000119100 | Plain x-ray for bone length measurement (procedure) |
16522691000119102,16522691000119102 | Computed tomography for bone length measurement (procedure) |
16452251000119102,16452251000119102 | Percutaneous transcatheter embolization of intracranial vessel using radiologic guidance (procedure) |
16439801000119108,16439801000119108 | Computed tomography of heart with contrast for cardiac structure and morphology (procedure) |
16439481000119102,16439481000119102 | Magnetic resonance imaging for cardiac morphology and function without contrast (procedure) |
16439401000119105,16439401000119105 | Magnetic resonance imaging for cardiac velocity flow mapping (procedure) |
16437891000119107,16437891000119107 | Removal of indwelling tunneled catheter with cuff from pleura using radiologic guidance (procedure) |
16437531000119105,16437531000119105 | Ultrasonography for qualitative deepest pocket amniotic fluid volume (procedure) |
16437371000119102,16437371000119102 | Insertion of indwelling tunneled catheter with cuff by percutaneous approach using radiologic guidance (procedure) |
16436161000119108,16436161000119108 | Ultrasonography of left popliteal fossa (procedure) |
16436111000119105,16436111000119105 | Ultrasonography of right popliteal fossa (procedure) |
16431351000119104,16431351000119104 | Fluoroscopic venography of hepatic vein with hemodynamic evaluation with contrast (procedure) |
16410231000119101,16410231000119101 | Magnetic resonance imaging of cerebrospinal fluid flow without contrast (procedure) |
16342871000119103,16342871000119103 | Magnetic resonance imaging of clavicle without contrast (procedure) |
16342171000119105,16342171000119105 | Magnetic resonance imaging of pelvic bone without contrast (procedure) |
16334791000119101,16334791000119101 | Computed tomography of sternum without contrast (procedure) |
16334661000119100,16334661000119100 | Magnetic resonance imaging of sternum without contrast (procedure) |
16333021000119102,16333021000119102 | Magnetic resonance venography of intracranial veins without contrast (procedure) |
16331381000119101,16331381000119101 | Magnetic resonance imaging of knee joint without contrast (procedure) |
16329211000119102,16329211000119102 | Magnetic resonance imaging of ankle joint without contrast (procedure) |
16327691000119101,16327691000119101 | Magnetic resonance imaging of brain with contrast (procedure) |
16324841000119100,16324841000119100 | Magnetic resonance imaging of face without contrast (procedure) |
16324631000119105,16324631000119105 | Computed tomography of mandible without contrast (procedure) |
16323751000119105,16323751000119105 | Computed tomography of sella turcica without contrast (procedure) |
16321411000119100,16321411000119100 | Magnetic resonance imaging of nasopharynx without contrast (procedure) |
16319561000119105,16319561000119105 | Plain X-ray orthopantogram (procedure) |
16319081000119105,16319081000119105 | Plain X-ray orthodontic cephalogram (procedure) |
16318521000119109,"16318521000119109 | Plain X-ray of sinus, occipitomental view (procedure) |"
14600001000004107,14600001000004107 | Closure of wound of ankle with flap (procedure) |
14300001000004101,14300001000004101 | Fixation of intertrochanteric fracture of femur using nail (procedure) |
13580001000004101,13580001000004101 | Excision of tumor of liver (procedure) |
1081101000112106,1081101000112106 | Bronchoscopy using electromagnetic navigation (procedure) |
931021000000101,931021000000101 | Magnetic resonance imaging of heart for assessment of myocardial viability (procedure) |
872341000168100,872341000168100 | Nephroscopy (procedure) |
830081000168105,830081000168105 | Repair of cartilage of larynx (procedure) |
829831000000100,829831000000100 | Insertion of fiducial marker into lung using computed tomography guidance (procedure) |
820511000168109,820511000168109 | Thyroplasty (procedure) |
582101000119108,582101000119108 | Computed tomography angiography of head with contrast (procedure) |
572021000119109,572021000119109 | Computed tomography of maxillofacial area without contrast (procedure) |
571921000119104,571921000119104 | Single photon emission computed tomography of liver (procedure) |
566341000119106,566341000119106 | Computed tomography of ankle without contrast (procedure) |
566321000119100,566321000119100 | Computed tomography of foot without contrast (procedure) |
527231000119104,527231000119104 | Computed tomography of temporal bone without contrast (procedure) |
510831000124107,510831000124107 | Disarticulation of right ankle (procedure) |
504981000119108,504981000119108 | Computed tomography of heart without contrast with calcium scoring (procedure) |
502021000119101,502021000119101 | Injection of hip joint using fluoroscopic guidance (procedure) |
492991000119105,492991000119105 | Computed tomography of posterior fossa without contrast (procedure) |
489801000119103,489801000119103 | Magnetic resonance imaging of brain without contrast (procedure) |
472191000119101,472191000119101 | Thrombolysis of cerebral artery by intravenous infusion (procedure) |
454511000124109,454511000124109 | Augmentation of maxillary sinus (procedure) |
453391000124106,453391000124106 | Disarticulation of left knee (procedure) |
453381000124108,453381000124108 | Disarticulation of right knee (procedure) |
452761000124107,452761000124107 | Revision of reconstruction of head of left radius (procedure) |
452751000124105,452751000124105 | Revision of reconstruction of head of right radius (procedure) |
438281000119106,438281000119106 | Magnetic resonance imaging of posterior fossa without contrast (procedure) |
437731000119100,437731000119100 | Magnetic resonance angiography of head without contrast (procedure) |
431451000124107,431451000124107 | Repair of lipomeningocele (procedure) |
422851000119101,422851000119101 | Two dimensional echocardiography of fetus (procedure) |
413921000119104,413921000119104 | Magnetic resonance imaging of scapula without contrast (procedure) |
412541000119105,412541000119105 | Computed tomography of internal auditory structure without contrast (procedure) |
412461000119108,412461000119108 | Magnetic resonance imaging of pituitary fossa without contrast (procedure) |
411291000119109,411291000119109 | Computed tomography of temporomandibular joint without contrast (procedure) |
410371000119105,410371000119105 | Computed tomography of right femur with contrast (procedure) |
410361000119104,410361000119104 | Computed tomography of left femur with contrast (procedure) |
410351000119101,410351000119101 | Computed tomography of right foot with contrast (procedure) |
410341000119103,410341000119103 | Computed tomography of left foot with contrast (procedure) |
410331000119107,410331000119107 | Computed tomography of right knee with contrast (procedure) |
410321000119109,410321000119109 | Computed tomography of left knee with contrast (procedure) |
410271000119102,410271000119102 | Computed tomography of right femur without contrast (procedure) |
410261000119108,410261000119108 | Computed tomography of left femur without contrast (procedure) |
409901000119107,409901000119107 | Magnetic resonance imaging of liver without contrast (procedure) |
409841000119100,409841000119100 | Magnetic resonance imaging of kidney without contrast (procedure) |
409791000119103,409791000119103 | Magnetic resonance imaging of prostate without contrast (procedure) |
409781000119101,409781000119101 | Magnetic resonance imaging of scrotum without contrast (procedure) |
409701000119109,409701000119109 | Computed tomography of left ankle with contrast (procedure) |
409421000119109,409421000119109 | Computed tomography of right ankle with contrast (procedure) |
406571000119104,406571000119104 | Magnetic resonance imaging of paranasal sinuses without contrast (procedure) |
405481000119105,405481000119105 | Single photon emission computed tomography of liver with vascular flow (procedure) |
396321000119104,396321000119104 | Single photon emission computed tomography of cerebrospinal fluid flow (procedure) |
395611000119106,395611000119106 | Magnetic resonance imaging of brain and brain stem with contrast (procedure) |
394681000119101,394681000119101 | Echoencephalography A and B-mode (procedure) |
394591000119102,394591000119102 | Shuntogram of indwelling nonvascular shunt using fluoroscopic guidance (procedure) |
394511000119106,394511000119106 | Magnetic resonance imaging of lower limb joint without contrast (procedure) |
391131000119106,391131000119106 | Ultrasonography for qualitative amniotic fluid volume (procedure) |
388131000119100,388131000119100 | Computed tomography of mastoid without contrast (procedure) |
385111000119104,385111000119104 | Computed tomography of facial bones without contrast (procedure) |
384521000119100,384521000119100 | Computed tomography of lower limb without contrast (procedure) |
383941000119102,383941000119102 | Computed tomography of knee without contrast (procedure) |
383931000119106,383931000119106 | Computed tomography of lower leg without contrast (procedure) |
