conceptId,idAndFsnTerm
1296901000,1296901000 | Insertion of tunneled peritoneal drain into peritoneal cavity using fluoroscopic guidance (procedure) |
1296611009,1296611009 | Incision of urachal sinus (procedure) |
1296609000,1296609000 | Incision of urachal cyst (procedure) |
1290755001,1290755001 | Drainage of paravesical extravasation (procedure) |
1290754002,1290754002 | Drainage of paravesical space (procedure) |
1287897002,1287897002 | Radical amputation of cervix uteri (procedure) |
1268674007,1268674007 | Surgical removal of peritoneal dialysis catheter (procedure) |
1264456001,1264456001 | Laparoscopic excision of omentum using robotic assistance (procedure) |
1263716008,1263716008 | Laparoscopic plication of uterosacral ligament (procedure) |
1258871004,1258871004 | Transanal total mesorectal excision (procedure) |
1255834000,1255834000 | Administration of antineoplastic chemotherapy into peritoneal cavity (procedure) |
1236979001,1236979001 | Aspiration of hydrocele of canal of Nuck (procedure) |
1220605009,1220605009 | Endoscopic ultrasonography of peritoneum and biopsy of lesion of peritoneum (procedure) |
1220540002,1220540002 | Endoscopic ultrasonography of peritoneum and biopsy of intraabdominal organ (procedure) |
1220539004,1220539004 | Endoscopic ultrasonography of peritoneum (procedure) |
1204380007,1204380007 | Endoscopy of cul-de-sac with biopsy (procedure) |
1204379009,1204379009 | Endoscopy of cul-de-sac with biopsy and lysis of adhesions (procedure) |
1197602000,1197602000 | High ligation of patent processus vaginalis (procedure) |
1196993005,1196993005 | Repositioning of peritoneal dialysis catheter using imaging guidance (procedure) |
1172563000,1172563000 | Insertion of peritoneal dialysis catheter (procedure) |
1163275000,1163275000 | Laparoscopic radical amputation of cervix uteri (procedure) |
830155008,830155008 | Administration of hyperthermic antineoplastic agent into peritoneal cavity (procedure) |
772776009,772776009 | Laparoscopic repair of recurrent lumbar hernia using synthetic mesh with fascial closure (procedure) |
772775008,772775008 | Laparoscopic repair of recurrent lumbar hernia using biological mesh with fascial closure (procedure) |
772774007,772774007 | Laparoscopic repair of lumbar hernia using biological mesh with fascial closure (procedure) |
772773001,772773001 | Laparoscopic repair of lumbar hernia using synthetic mesh with fascial closure (procedure) |
772084002,772084002 | Laparoscopic repair of recurrent lumbar hernia using biological mesh (procedure) |
772083008,772083008 | Laparoscopic repair of lumbar hernia (procedure) |
772081005,772081005 | Laparoscopic repair of lumbar hernia using synthetic mesh (procedure) |
772080006,772080006 | Laparoscopic repair of lumbar hernia using biological mesh (procedure) |
772079008,772079008 | Laparoscopic repair of recurrent lumbar hernia using synthetic mesh (procedure) |
736025008,736025008 | Insertion of pack into peritoneal cavity (procedure) |
716562007,716562007 | Removal of tunneled peritoneal drain from peritoneal cavity using fluoroscopic guidance (procedure) |
716558001,716558001 | Insertion of tunneled peritoneal drain into peritoneal cavity using ultrasonographic guidance (procedure) |
716554004,716554004 | Removal of tunneled peritoneal drain from peritoneal cavity using ultrasonographic guidance (procedure) |
713903002,713903002 | Total omentectomy (procedure) |
711169008,711169008 | Closure of appendicovesicostomy (procedure) |
710313004,710313004 | Radionuclide scan of peritoneal cavity (procedure) |
710197007,710197007 | Ultrasonography of appendix (procedure) |
709655003,709655003 | Aspiration of peritoneum using computed tomography guidance (procedure) |
709643009,709643009 | Biopsy of peritoneum using ultrasonographic guidance (procedure) |
709633006,709633006 | Biopsy of peritoneum using computed tomography guidance (procedure) |
709112001,709112001 | Creation of pleuroperitoneal shunt (procedure) |
708993003,708993003 | Removal of foreign body from peritoneal cavity (procedure) |
708988001,708988001 | Laparoscopic repositioning of Tenckhoff catheter (procedure) |
708876004,708876004 | Laparoscopic appendectomy using robotic assistance (procedure) |
708819001,708819001 | Laparoscopic omentectomy (procedure) |
708701002,708701002 | Percutaneous fine needle aspiration biopsy of peritoneum using imaging guidance (procedure) |
708680006,708680006 | Percutaneous drainage of peritoneum using imaging guidance (procedure) |
708647004,708647004 | Laparotomy with biopsy of omentum (procedure) |
