snomed,opcs,opcs_term
231750006,C743,C74.3 Mechanical lensectomy
231748003,C738,C73.8 Other specified incision of capsule of lens
446862000,C722,C72.2 Suction extraction of lens
9137006,C742,C74.2 Discission of cataract
386611002,C741,C74.1 Curettage of lens
231747008,C731,C73.1 Membranectomy of lens
89153001,C713,C71.3 Aspiration of lens
9137006,C751,C75.1 Insertion of prosthetic replacement for lens NEC
414507007,C733,C73.3 Capsulotomy of posterior lens capsule
18137003,C713,C71.3 Aspiration of lens
404628003,C728,C72.8 Other specified intracapsular extraction of lens
35717002,C751,C75.1 Insertion of prosthetic replacement for lens NEC
336651000,C743,C74.3 Mechanical lensectomy
50538003,C647,C64.7 Insertion of iris hooks
85785001,C732,C73.2 Capsulotomy of anterior lens capsule
172538005,C647,C64.7 Insertion of iris hooks
75170007,C743,C74.3 Mechanical lensectomy
172524003,C721,C72.1 Forceps extraction of lens
446548003,C732,C73.2 Capsulotomy of anterior lens capsule
64835001,C592,C59.2 Surgical iridectomy
414507007,C739,C73.9 Unspecified incision of capsule of lens
360411008,C774,C77.4 Surgical removal of foreign body from lens
46562009,C751,C75.1 Insertion of prosthetic replacement for lens NEC
401306006,C751,C75.1 Insertion of prosthetic replacement for lens NEC
446490007,C754,C75.4 Insertion of prosthetic replacement for lens using suture fixation
386611002,C728,C72.8 Other specified intracapsular extraction of lens
414507007,C776,C77.6 Insertion of capsule tension ring
35717002,C742,C74.2 Discission of cataract
231744001,C713,C71.3 Aspiration of lens
54885007,C748,C74.8 Other specified other extraction of lens
172529008,C732,C73.2 Capsulotomy of anterior lens capsule
172525002,C723,C72.3 Cryoextraction of lens
172532006,C732,C73.2 Capsulotomy of anterior lens capsule
66359001,C728,C72.8 Other specified intracapsular extraction of lens
265295001,C776,C77.6 Insertion of capsule tension ring
89978003,C592,C59.2 Surgical iridectomy
424945000,C712,C71.2 Phacoemulsification of lens
172523009,C728,C72.8 Other specified intracapsular extraction of lens
404628003,C721,C72.1 Forceps extraction of lens
401306006,C647,C64.7 Insertion of iris hooks
85785001,C731,C73.1 Membranectomy of lens
172532006,C733,C73.3 Capsulotomy of posterior lens capsule
65812008,C719,C71.9 Unspecified extracapsular extraction of lens
75227000,C718,C71.8 Other specified extracapsular extraction of lens
446490007,C751,C75.1 Insertion of prosthetic replacement for lens NEC
65812008,C711,C71.1 Simple linear extraction of lens
172532006,C738,C73.8 Other specified incision of capsule of lens
231747008,C733,C73.3 Capsulotomy of posterior lens capsule
231747008,C732,C73.2 Capsulotomy of anterior lens capsule
265295001,C751,C75.1 Insertion of prosthetic replacement for lens NEC
65812008,C721,C72.1 Forceps extraction of lens
446548003,C734,C73.4 Capsulotomy of lens NEC
424945000,C751,C75.1 Insertion of prosthetic replacement for lens NEC
82155009,C713,C71.3 Aspiration of lens
54885007,C732,C73.2 Capsulotomy of anterior lens capsule
172538005,C743,C74.3 Mechanical lensectomy
172525002,C776,C77.6 Insertion of capsule tension ring
385468004,C732,C73.2 Capsulotomy of anterior lens capsule
75227000,C741,C74.1 Curettage of lens
89978003,C722,C72.2 Suction extraction of lens
78191003,C775,C77.5 Magnetic extraction of foreign body from lens
89978003,C729,C72.9 Unspecified intracapsular extraction of lens
120122001,Y261,Y26.1 Reconstruction of organ NOC
414507007,C748,C74.8 Other specified other extraction of lens
67991000,C711,C71.1 Simple linear extraction of lens
74184007,C732,C73.2 Capsulotomy of anterior lens capsule
54885007,C721,C72.1 Forceps extraction of lens
446490007,C713,C71.3 Aspiration of lens
19740002,C713,C71.3 Aspiration of lens
63356004,C771,C77.1 Capsulectomy
85785001,C738,C73.8 Other specified incision of capsule of lens
54885007,C743,C74.3 Mechanical lensectomy
85785001,C739,C73.9 Unspecified incision of capsule of lens
84149000,C776,C77.6 Insertion of capsule tension ring
385468004,C738,C73.8 Other specified incision of capsule of lens
231751005,C752,C75.2 Revision of prosthetic replacement for lens
